s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
266,Sung Hwan Kim,Washing Brain and Corn,,Tate also MoMA,28,0,4,"photo, video still ","video still, HD video, color, sound, 10 min, 22 sec",2010,1,0,1,0,0,0,0,4,0,2,3,0,0,4,0,0,3,5,"video still, figure in front of image, alteration of face, use of wings, strangeness "
210,Kiripi Katembo,"Subir, sМ©rie Un Regard",,"fondationcartier.com, BEAUTМд 16 2015 exhibition",16,0,4,"photo, lightjet 5",60 x 90 cm,2011,1,0,0,0,0,0,1,5,0,1,1,1,1,2,1,0,3,5,"photos shot in puddles, upside down reflections, hard to grasp how the rocks & architecture work spatially - is this one of his shots into water showing reflections?"
398,Dariush Nehdaran,Untitled,,LACMA,23,0,4,"photo, gelatin silver 5",71 x 107 cm,2011,1,0,0,0,0,0,0,2,0,2,0,0,4,3,0,3,3,5,"photo placed on its side, strong elongated shadows of figures, weird sense of orientation"
267,Lisa Oppenheim,"Man holding large camera photographing a cataclysmic event, possibly a volcano erupting.",conceptual,Tanya Bonakdar Gallery and MoMA,1,0,4,"photo, b & w silver gelatin photograph, exposed & solarized by firelight",84 x 101 cm,2012,1,0,0,0,0,0,1,2,0,5,2,0,2,3,0,0,3,5,"repetition, exposed historical film, use of multiple, explores image source & context, title of piece suggests this is from historical film exposed to a volcano"
213,FranМ¤ois-Xavier GbrМ©,"Imprimerie nationale, Porto Novo, Benin",,"Galerie CМ©cile Fakhoury Abidjan ‰ЫУ 25, http://cecilefakhoury.com/",4,0,4,"photo, archival pigment ink on fine art paper",,2012,1,0,0,0,0,0,0,4,0,4,0,3,0,4,0,0,0,5,"emptiness, acent of pink material, use of light accent on chair, against darkness, focus on composition"
224,Gigi Scaria,Dust,,"Gallery Chemould Prescott Road, Mumbai",22,0,4,"photo, digital 5 on archival paper",81 x 122 cm,2012,1,0,0,0,0,0,1,2,1,0,4,1,0,2,0,0,0,5,"probably combination of photos & photoshop, wind effect on sand around line of buildings, architecture & dust & desert; hard to tell what's going on"
211,Nestor Da,"Untitled #38, Ondes de perturbation series",,"Galerie CМ©cile Fakhoury Abidjan ‰ЫУ 25, http://cecilefakhoury.com/",25,0,4,"photo, archival pigment ink on fine art paper, mounted on dibond",60 x 90 cm,2012,0,1,0,0,0,0,0,4,1,1,4,0,0,4,0,5,0,5,"collage photo, hard to tell what this is exactly"
260,Jeff Elrod,Green Echo,,MoMA,1,0,4,"photo, digital 5",70 x 57 cm,2013,0,0,0,0,0,0,1,2,0,2,5,0,1,4,0,0,3,5,"out of focus, digital 5, blurring, pixelating. The pixellated texture creates an uncertainty of depth & space & of what the shapes are"
261,Eileen Quinlan,Makers,,eileenquinlan.com  and MoMA,1,0,4,"photo, gelatin silver 5",102 x 81 cm,2013,0,1,0,0,0,0,0,2,0,2,2,0,4,4,0,5,5,3,"curved repeating lines, abrasion on photograph, constructed photo, what is this about, how are the curved darker lines on top related to the wool pattern"
400,Wafaa Bilal,Market,,LACMA,24,0,4,"photo, archival inkjet 5",104 x 127 cm,2013,1,0,0,0,0,0,1,0,4,4,4,0,0,0,0,0,3,5,"b&w photograph of a stage set, builds small set & photos, images taken here from 1n invasion of 24, sense of staging, eerie sense from image, uneasyness whether this is real or a tiny set"
265,Michele Abeles,B&W #06,conceptual,47 Canal also MoMA,1,0,4,"photo, digital C 5, UV solvent 5",136 x 107 cm,2014,0,1,0,0,0,0,0,3,1,0,4,0,0,3,0,0,0,5,"overlayering of in focus, textural film on out of focus geometric ground, 2 layers of space, are colored semi-transparent sheets real or photographed, use of background out of focus"
399,Dadbeh Bassir,Untitled,,LACMA,23,0,4,"photo, chromogenic 5",53 x 79 cm,2014,1,0,0,0,0,0,0,5,0,1,1,0,0,4,0,0,3,5,"surrealist notion of putting things in the wrong place, clouds & sky in foreground, curved wobbling look of building above"
259,Lucas Blalock,The Covered Piano,,Ramen Crucible gallery and MoMA,1,0,4,"photo, archival inkjet 5",188 x 185 cm,2015,0,1,0,0,0,0,0,4,1,0,1,0,1,4,0,0,3,5,"deliberately awkwardly photoshopped 'still life' photo, creates strange mashup images w/ parts that are hard to comprehend but are repeated elements from a different photo, combines patterns & objects"
248,JosМ© Luis GuerМ_n,The Academy of Muses,,MoMA,34,0,4,"photo, digital cinema, still",still from 92 mins (film),2015,1,0,0,0,0,0,1,4,1,1,2,0,1,4,1,0,3,5,"film still, distortion of image, maybe combination of 2 images, sense of underwater, layering / reflection of distorted images"
390,Jacques-AndrМ© Boiffard,Untitled (Still Life),surrealism,artnet,4,0,4,"photo, gelatin silver 5",28 x 24 cm,1930,1,0,0,0,0,0,0,2,0,4,1,0,1,3,0,0,3,5,"isolated objects, comb standing on back w/ line shadow, objects in undefined space, hard to understand the space, odd viewpoint / angle, odd shadows, brighter oval lighted area, what is in the foreground"
365,Harold E. Edgerton,Milk Drop,,MoMA,1,0,4,"photo, gelatin silver 5",24.3 x 19.4 cm,1936,1,0,0,0,0,0,0,5,1,2,0,0,0,4,0,5,0,5,"combined high-tech strobe lights w/ camera shutter motors to capture moments, movement in time that eye can't perceive; milk drops caught in mid-air, uncertainty of what it is & how it has been done"
367,Paul Outerbridge,H-O Box,,MoMA,1,1,4,"photo, platinum 5",11 x 8 cm,1923,1,0,0,0,0,0,0,1,2,4,0,0,0,3,0,0,3,5,"relative sizes, semi-abstract, use of shadows, scale, size & shadow strange, eerie, box shadow seems somewhat like a building, reduction of objects into semi-abstract forms"
157,Ed Ruscha ,maquette for Every Building on the Sunset Strip,conceptual,Getty also Tate,1,1,4,"photo, gelatin silver 5s & labels on board with annotations",book: 24-foot-long,1966,1,0,0,0,0,0,1,3,2,2,1,0,4,3,0,0,0,5,"serial images of street buildings, in rows w/ opposite side of street upside down, use of right way up & upside down, as if reflection"
94,Bruce McLean,Six 6s,conceptual,Tate,9,1,4,"photo, 6 photos, gelatin silver 5s on paper, & typed captions",51 x 79 cm,1968,1,0,0,0,0,0,1,4,0,1,4,0,2,2,0,0,0,5,"multiple, transitory 6s, named, e.g. 'floataway 6..' 'mud 6 ..', what is it, what is the art, 6 in landscape, image shows texture & placement in landscape"
92,Dora Maurer,Reversible and changeable phases of movement etude 3,conceptual,"e-flux, also in Tate",21,1,4,"photo, gelatin silver 5s & chalk / graphite on paper",70 x 100 cmедМЭеВ,1973,1,0,0,0,0,0,1,5,1,1,0,0,2,2,0,0,0,5,"multiple images, w/ & w/out hands, placement of ball in relation to hands and to containing square, repetition, ball in some shots, some w/ hands and no ball, some empty, sense of movement"
392,Rodney Graham,Main Street Tree,conceptual,Hauser and Wirth,3,1,4,"photo,",229 x 185 x 5 cm,2006,1,0,0,0,0,1,0,1,1,0,0,0,5,1,0,0,3,5,"upside down photo of tree in front of karoke shop, tree large and slightly leaning, hard to get past that the image is upside down, feels like objects will fall down"
271,Wolfgang Tillmans,"still life, Calle Real II",conceptual,David Zwirner Gallery also MoMA,5,1,4,"photo, inkjet 5",82 x 67 cm,2014,1,0,0,0,0,0,0,4,3,1,2,1,1,4,0,0,5,5,"hard to tell what this is, very close-up or collage, long vertical image, angle, cropping of image, very close still life detail"
370,Paul Klee,"Queen of Hearts (Herzdame) from the periodical Der Ararat. Glossen, Skizzen und Notizen zur Neuen Kunst vol. 2, no. 4",,MoMA,26,0,5,"5, lithograph",26 x 18 cm,1921,0,1,0,0,0,0,0,2,1,3,4,0,4,4,0,3,5,3,"semi-abstract, use of empty areas, combines parts of representation together, hard to tell what it is, quality of line, 5 textural quality"
374,Jean (Hans) Arp,A Navel (Ein Nabel) from Merz 5. 7 Arpaden by Hans Arp. Arp Portfolio. Second Portfolio of the Merz Publisher (Merz 5. 7 Arpaden von Hans Arp. Arp Mappe. Zweite Mappe des Merzverlages,dada,MoMA,5,0,5,"5, one from a portfolio of 7 lithographs",45 x 35 cm,1923,0,0,0,0,0,0,0,4,4,1,0,0,0,4,0,0,5,5,"small size odd shaped donut circle floating within large 5, isolated element off center to right, relative very small size, almost abstract, 2 tone"
77,El Lissitzky,Troublemaker ,suprematism,Tate,33,0,5,"5, lithograph on paper",51 x 43 cm,1923,0,0,0,0,0,0,0,4,1,0,0,0,4,4,0,0,0,5,"specific unusual shapes, piled on top of each other, sited on empty space"
202,Wols (Alfred Otto Wolfgang Schulze),[no title],abstraction,Tate,5,0,5,"5, etching & drypoint on paper",11 x 7 cm,1937,0,0,0,0,0,0,1,1,1,4,4,0,4,4,0,3,5,0,"markmaking, agitated 2 lines, crossing over each other, obsessive quality, searching, overlaying"
148,Franz Roh,Masks Survive ,collage,Tate,5,0,5,"5, lineblock 5s & halftone 5s on paper mounted onto paper",32 x 23 cm,1938,0,1,0,0,0,0,1,4,0,1,1,0,0,5,0,0,0,5,"collage of photo & illustration fragments in empty setting, partly representational, tribal mask & gas mask, magic realism, representational but what are the elements / combinations & what do they mean?"
354,Julius Bissier,Untitled,,MoMA,5,0,5,"5, lithograph",size unknown,1950,0,0,0,0,0,0,0,2,0,3,3,0,2,4,0,0,5,5,"large isolated, abstract marks, looks as if it is made with brush even though it is a lithograph, hard to tell what the shapes are, leaning, thinner lines & larger areas, textural"
356,Sylvia Wald,Spirit's Constellation,,MoMA,1,0,5,"5, serigraph, 5ed in color",39 x 52 cm,1952,0,0,0,0,0,0,1,3,2,1,3,1,3,4,0,3,5,5,"overlaying & texture, liquid materials, vaporous shapes, crisp parallel small notations grouped in different orientations almost looks like closeup of textural wool or scientific cells, partly curving out in different directions from center, one splash of color, hard to tell what the space is & what it is"
194,John Wells,Abstract,abstraction,Tate,9,0,5,"5, lithograph on paper",32 x 41 mm,1952,0,0,0,0,0,0,1,1,0,4,4,0,0,3,0,0,5,5,"semi-transparent areas, overlaid shapes in space which are grainy, scratched & partly see-through"
10,Willi Baumeister,Untitled (Suspended Lines I) ,abstraction,Tate,5,0,5,"5, lithograph on paper",26 x 21 cm,1953,0,0,0,0,0,0,0,3,0,1,1,0,4,3,0,0,5,0,"lines don't meet, orientation of lines creates spatial effect, overlapping, space inbetween, diff weights of line, hard to work out what the lines describe"
363,M.  Escher ,Relativity,,MoMA,18,0,5,"5, lithograph",30 x 29 cm,1953,1,0,0,0,0,0,1,2,0,0,0,0,5,1,0,0,5,5,"space & different mathematical perspectives combined together, space changes as you look at different parts of the image, different orientations, different surfaces, multiple stairways, doors, arches leading to outdoors, figures; normal laws of gravity don't apply"
13,FrМ©dМ©ric Benrath,Untitled,abstraction,Tate,4,0,5,"5, lithograph on paper",43 x 29 cm,1956,0,0,0,0,0,0,0,3,0,3,5,0,1,1,0,0,5,3,"visceral, overlapping scratched, textural lines, massed in one area, weird hair-like textural qualty of lines, hard to tell what this texture is"
345,Heinz Mack,Untitled,ZERO,MoMA,5,0,5,"5, lithograph",27 x 32 cm,1961,0,0,0,0,0,0,1,4,2,1,1,0,3,4,0,0,5,0,"op, light & kinetic art, here parallel, jagged lines, quality of lines, optical almost blurring effect, repetition of very close thin lines, path of each wavering line"
344,Lucio Fontana ,Concetto Spaziale from Six Original Etchings (Sei Acqueforti Originali),,MoMA,10,0,5,"5, one from a portfolio of 6 etchings with embossing",64 x 50 cm,1964,0,0,0,0,0,0,1,2,1,1,4,0,0,4,0,5,3,5,"appearance of differently shaped holes, gorged, almost in 4 columns starting at different heights, scored surface lines describing oval around the holes and selectively placed parallel lines; surface appears to be pierced through forcefully, how made, why made, what do they represent"
340,James Boynton ,Untitled,,MoMA,1,0,5,"5, lithograph",28 x 26 cm,1967,0,1,0,0,0,0,0,4,0,0,4,0,0,2,0,0,5,5,"shadow & sense of suspension, placing sphere in 'box' w/ shadow as if suspended, textural quality of sphere"
131,Liliana Porter ,Wrinkle ,,Tate,10,0,5,"5, one of 10 photo-etchings on paper",22 x 29 cm,1968,1,0,0,0,0,0,1,3,0,3,4,0,0,4,0,5,3,5,"emptiness, hyperreal scrunched material, pixelated/dotted empty ground"
334,Marcel Broodthaers ,Un coup de dМ©s jamais n'abolira le hasard (A throw of the dice will never abolish chance),conceptual,MoMA,12,0,5,"5, mechanical engraving & paint on 12 aluminum plates",32 x 50 x 0.3 cm,1969,0,0,0,0,0,0,0,4,1,0,1,0,0,2,0,0,5,3,"blocking out lines of text, erasure, varying widths, lines over writing, what is underneath, here shows one in sequence of 12"
151,Dieter Roth,Self-Portrait as a Flower Pot,,Tate,5,0,5,"5, lithograph on paper",76 x 99 cm,1971,1,0,0,0,0,0,1,2,0,4,2,1,3,4,0,0,5,0,"overlapping light lines to create shape, empty space, searching line, no edges, very light, ethereal"
146,Jean-Paul Riopelle,Suite Montmorency,abstraction,levadrouilleururbain also Tate,3,0,5,"5, lithograph",117 x 158 cm,1972,0,0,0,0,0,0,0,4,3,1,2,0,3,3,0,3,5,5,"repeated dots and lines and marks, layered, different orientations & sections & unclear space & unclear what is below the marks"
177,Jean Tinguely,Chaos I,kinetic art,Tate,26,0,5,"5, etching on paper",35 x 48 cm,1972,1,0,0,0,0,0,1,4,0,0,0,0,4,4,0,0,5,0,"arrows, suggested movement, off-balance, space, moving machines, rickety"
149,James Rosenquist,Sunglasses - Landing Net - Triangle,pop art,Tate,1,0,5,"5, etching, drypoint & aquatint on paper",45 x 90 cm,1974,0,1,0,0,0,0,1,2,0,1,4,0,2,4,0,0,5,5,"3 items in line differently handled w/ rotating textural lines around central shape, uses both line and area, hard to tell what this is"
116,Alistair Park,1. 9,representation,Tate,9,0,5,"5, lithograph on paper",56 x 44 cm,1974,1,0,0,0,0,0,0,4,0,2,2,0,0,4,0,0,3,5,"right side is out of focus, stooped figure is moving, halfway out of frame, empty center, b & w, what is the narrative"
99,Henri Michaux,[no title],,Tate,12,0,5,"5, lithograph on paper",47 x 65 cm,1975,0,0,0,0,0,0,0,1,0,2,1,0,5,3,0,0,5,5,"complex shape/lines curving upwards / downwards, hard to tell what the marks are, suggestive of space"
27,Vija Celmins,Ocean ,conceptual,Tate,30,0,5,"5, lithograph on paper",32 x 42 cm,1975,1,0,0,0,0,0,1,0,2,2,4,0,0,4,0,0,0,5,"more ambiguity - is this a photo - & emptiness. Surface of ocean, no horizon, depth of space"
102,Joan Mitchell,Sides of a River II,abstraction,Tate,1,0,5,"5, lithograph on paper",101 x 75 cm,1981,0,0,0,0,0,0,1,4,0,1,1,2,1,4,0,0,5,0,"markmaking, agitated lines some angular, predominantly in 2 colors, black at bottom & at top suspended"
37,LeМ_n Ferrari,Toilet ,postminimal,Tate,10,0,5,"5, blue5 on paper",100 x 100 cm,1982,0,0,0,0,1,0,0,4,2,1,1,0,0,4,0,5,5,0,"puzzling plan of multiple, repeated, letraset icons, labyrinthine, complex, map, spaces, multiple recurring details, hard to tell what it is"
330,Jan Tarasin,Beach,,MoMA,8,0,5,"5, screen5",35 x 50 cm,1983,1,0,0,0,0,0,0,4,0,1,0,1,0,4,0,5,5,5,"multiple small, overlayered shapes, repetition, 2 colors, interesting way that 2 different kinds of imagery (symbols & representational) are overlaid in linear repetition"
40,Helen Frankenthaler,Mirabelle ,abstraction,Tate,1,0,5,"5, lithograph on paper",123 x 73 cm,1990,0,0,0,0,0,0,0,4,0,1,2,0,2,4,0,0,3,5,"suggestion of anti-gravity, hard to define what it is, textural, suspended shape not fully opaque"
87,Brice Marden,"Cold Mountain Series, Zen Study 6",minimalism,Tate,1,0,5,"5, etching & aquatint on paper",53 x 69 cm,1991,0,0,0,0,0,0,0,1,0,1,2,0,2,5,0,0,5,0,"exploratory, spare line, quality of mark made by hand, hesitancy"
310,David Ireland,"Untitled from A variation on 79, side to side passes on a dumball, dedicated to the memory of John Cage 1912-1992",conceptual,MoMA,1,0,5,"5, one from a portfolio of five etching & drypoints",37 x 90 cm,1993,0,0,0,0,0,0,0,3,3,4,3,0,4,4,0,0,5,0,"overlaying wandering thin lines on top of straight music line paper, smudgedness, difference between thinness of lines & sense of result of physical process, presume this used chance, rolling of dumball, what is this, what does it record, how is it in places so light & fluid if created with heavy object"
206,Catherine Yass,Stage,conceptual,Tate,9,0,5,"5, screen5 on paper",89 x 74 cm,1997,1,0,0,0,0,0,1,0,0,3,3,5,2,0,0,3,5,5,"looking up, strange color effects, not totally representational"
277,John Armleder,Untitled from Supernova,,MoMA,1,0,5,"5, lithograph",56 x 77 cm,2003,0,0,0,0,0,0,1,2,0,3,4,1,3,4,0,3,0,5,"1 color, varied tones, swirling effect, out of focus effect, hard to grasp, varied"
118,Oliver Payne and Nick Relph,Master Friday ,postmod,Tate,9,0,5,"5, digital 5 on paper",60 x 42 cm,2008,1,0,0,0,0,0,0,5,0,1,0,0,1,2,0,0,3,5,"2 tone, overlayering, repetition of 2 elements in relation to each other, facing different  directions, suggests movement, probably not uncertain but interesting use of repetition & overlap which could all be used to suggest uncertainty"
246,Christiane Baumgartner,Strand from Alan Cristea Gallery Twentieth Anniversary Portfolio,,MoMA,5,0,5,"5, woodcut",39 МОМФ 49 cm,2015,0,1,0,0,0,0,1,4,3,4,1,0,1,3,0,0,5,0,"parallel lines, sense of receeding tracks going into space, textural, optical"
250,Ian McKeever,Eagduru from Alan Cristea Gallery Twentieth Anniversary Portfolio,,MoMA,9,0,5,"5, polymer gravure ",24 x 36 cm,2015,0,1,0,0,0,0,1,3,1,2,3,0,0,4,0,0,3,5,"2 sides, one on right is hard to comprehend, blurry; on left behind a window pane / shadow; how are the 2 sides related"
245,Julie Mehretu,"Epigraph, Damascus",,MoMA,1,0,5,"5, photogravure & aquatint on six panels (twelve sheets)",217 МОМФ 87 cm (each panel),2016,0,1,0,0,0,0,1,4,4,4,2,0,1,4,0,0,5,3,"one of the series; thicker marks overlaid on sharp, precise architectural lines, indeterminate, hard to tell what this is & what the space is"
219,V. Viswanadhan,no title on website,,"Cholamandal Artists' Village, Madras",22,0,5,"5,",,1970,0,0,0,0,0,0,1,2,0,3,4,0,1,0,0,3,5,0,"incomplete lines & areas, textural quality & fading out of elements"
176,Antoni Tapies,Pasted Cloth ,,Tate,34,1,5,"5, fabric on etching on paper",63 x 91 cm,1905,0,0,0,0,0,0,0,2,0,4,3,1,0,4,0,0,3,5,"sense of material, dark colors & white rectangle w/ lettering/notations, use of materials, matter, Tachisme, collage, fabric on 5"
380,Pablo Picasso,Still Life with Bottle of Marc (Nature morte МК la bouteille de marc),cubism,MoMA,34 ,1,5,"5, drypoint in black on Arches paper",50 x 31 cm,1911,0,1,0,0,0,0,0,3,3,4,1,0,4,3,0,0,5,3,"repetition of curved lines, angled straight lines, several areas of short energetic almost parallel mark lines that give more volume, broken up words, constructivist, parallel lines describe parts of each element, open structures, parts of forms described but no fully defined forms / volumes, flattish, barely discernable objects"
253,Jasper Johns,Alphabets,,MoMA,1,1,5,"5, lithograph",105 x 75 cm,1962,1,0,0,0,0,0,0,4,0,1,0,0,1,3,0,0,5,0,"a-z w/ some letters left out (empty spaces), partially scribbled erasures, overlaying, orientation of marks; each line starts w/ next letter in alphabet but do the combinations of letters / erasures mean?"
137,Robert Rauschenberg,Water Stop ,,Tate,1,1,5,"5, lithograph on paper",138 x 81 cm,1968,1,0,0,0,0,0,1,4,0,3,3,0,4,4,0,0,0,5,"combination of different images, different ways up, some overlaying, not defined edges, range of values"
316,John Cage ,IX from Mushroom Book,conceptual,MoMA,1,1,5,"5, lithograph",57 x 51 cm,1972,1,0,0,0,0,0,0,3,0,3,1,0,4,1,0,0,5,0,"overlapping text & erasure & different angles & writing off the page, all directions"
35,МРyvind FahlstrМ¦m,"Sketch for World Map Part 1 (1s, Pacific)",conceptual,Tate,13,1,5,"5, lithograph on paper",89 x 102 cm,1972,1,0,0,1,0,0,0,4,2,2,2,0,2,3,0,0,5,3,representational play with expectation of realistic map
154,Felix Rozen,[no title] ,,Tate,4,1,5,"5, screen5 on paper",34 x 60 cm,1981,0,1,0,0,0,0,0,3,0,1,0,0,3,4,0,5,5,0,"notation & seriality along thin strips, repetition & different lines, sense of movement, related to language & alphabets & music composition, multiple lines of notations"
320,"Tim Rollins, K.O.S. (Kids of Survival) ",VIII from The Temptation of Saint Antony I-XIV,,MoMA,1,1,5,"5, one from a portfolio of 14 aquatints on xerograph with chine collМОе©",21 x 14 cm,1989,1,0,0,0,0,0,0,4,0,2,4,0,2,3,0,5,5,5,"overlapping, abstract & text combined, K.O.S. is a group, fyi. Interesting use of texture over text - poured opposite way - to give unsettling effect"
314,Hannah Wilke ,Hername,,MoMA,1,1,5,"5, sixteen etchings on one sheet",93 x 67 cm,1991,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,5,0,"self-description using text, words like ""epiphany,"" ""chance"" & ""thank you"" which include the letters ""h,"" ""a"" & ""n."" She stacked 6 copies of each phrase, shifting them left & right, capitalizing the key letters so each vertical block spells ""HANNAH"". From distance this capitalization reads as a darker vertical line crossing at different points & each block reads as an arrow. Small size of letters in relation to paper & value are quiet but maybe not uncertainty though"
293,Guillermo Kuitca,The Ring,postminimal,MoMA,10,1,5,"5, one of 4 altered ink-jet 5s",27 x 22 cm,2002,1,0,0,0,0,0,0,4,0,3,3,0,4,3,0,3,5,3,"(see entry 70 also) - here use of broken up text to suggest uncertainty, overlapping text, morphed sense of folding"
292,Damien Hirst,"Lavender baby from In a Spin, the Action of the World on Things, Volume 1",,MoMA,9,1,5,"5, etching from series of 23",91 x 70 cm,2002,0,0,0,0,0,0,1,4,3,3,2,0,4,3,0,5,5,3,"thin lines, lightness, concentric circles, splatters outwards, quality of markmaking"
32,Marcel Duchamp,3 stoppages М©talon (3 Standard Stoppages),conceptual,Tate,4,0,6,"6, wood, glass & paint on canvas",40 x 130 x 90 cm,1913,0,0,0,0,0,1,0,4,0,0,0,0,0,4,0,0,0,5,"chance: act of dropping 3 threads from a height equal to their length, cut wooden rulers to record the shape of each, 'preserved chance'"
82,Man Ray,Cadeau ,dada,Tate,1,0,6,"6, iron and nails",18 x 9 x 13 cm,1921,1,0,0,0,0,1,0,4,0,0,2,0,0,4,0,0,0,5,"nails on flat iron surface - combined strange items into objects, unusable functionally, nails would tear clothes"
349,Alberto Giacometti,Point to the Eye,,MoMA,4,0,6,"6, wood & metal",12 x 61 x 36 cm,1932,0,1,0,0,0,1,0,4,0,0,1,0,0,4,0,0,3,5,"suspended in mid-air, and semi-abstract, what is it, surrealist, what seems to describe a tiny head w/ a long shank of plaster, something like a tusk, very nearly jabbing it in the eye, uncomfortable relation of objects to each other"
366,Meret Oppenheim ,Object,surrealism,MoMA,5,0,6,"6, fur-covered cup, saucer, & spoon",24 cm diameter x 7 cm height x 20 cm long,1936,1,0,0,0,0,1,0,2,0,0,5,0,0,2,0,0,0,5,"real object, cup, saucer & spoon, covered w/ a different material, juxtaposition of material & functionality, sense of feel of fur on lips, alludes to other things, surrealist, uncomfortable"
36,Jean Fautrier,Head of a Hostage ,abstraction,Tate,4,0,6,"6, lead on marble base",54 x 30 x 31 cm,1943,0,0,0,0,0,1,0,0,0,2,4,0,0,4,0,0,0,5,"very textural, hard to read what this is,  is this a head?"
361,LМБszlМ_ Moholy-Nagy,"Vertical Black, Red, Blue",,LACMA also MoMA,21,0,6,"6, oil & incised lines on molded Plexiglas, on original base",43 x 29 x 10 cm,1945,0,0,0,0,0,1,0,4,1,4,3,1,1,2,0,5,5,5,"floating shape incised w/ circular overlapping lines on molded plexi, use of molded, transparent plexi - surface is not flat & it is see-through; red, black dots in lines creating radiating shapes, hard to tell where these are because of plexi they are on; also made kinetic works & used light. here both surface and placement of dotted lines on this surface create uncertainty"
376,Naum Gabo ,"Linear Construction in Space no. 3, with Red",constructivism,MoMA,1,0,6,"6, plexiglass & nylon wire, with aluminum base",73 x 46 x 47 cm,1953,0,0,0,0,0,1,0,1,0,4,2,0,1,3,0,0,3,5,"construction, use of transparent materials, transparent plexi w/ red plexi, wavy strips as if floating material in wind winding around, wrapped, opposite of solid 6, large part of the piece is open spaces, view from all sides, delicacy, interdeterminance, form achieved through description of space rather than mass"
41,Giuseppe Pinot-Gallizio,Industrial 1 ,abstraction,Tate,6,0,6,"6, mono5ed oil, acrylic, ink on canvas",Canvas roll approx 2255 cm long,1958,0,0,0,0,0,1,0,4,0,0,2,0,1,1,0,0,0,5,"hanging canvas - suspended roll of painted canvas just off the floor, invented chemical techniques, huge canvases"
346,Jean Tinguely,Fragment from Homage to New York,,MoMA,26,0,6,"6, painted metal, fabric, tape, wood, & rubber tires",204 x 75 x 223 cm,1960,0,1,1,0,0,1,0,4,0,0,2,0,2,4,0,0,5,5,"this is one small piece of huge self-destructing machine, едМЭМЏself-constructing and self-destroying work of art,едМЭеќ which was set in motion in MoMA's 6 garden during performance, sound, painted, moved, explosion, color smoke; performance stopped by fire dept, this piece includes some bicycle parts, multiple wheels, seat, paint can, long arching rod"
78,Heinz Mack,Light Dynamo ,kinetic art,Tate,5,0,6,"6, aluminium, glass, wood & motor",58 x 57 x 22 cm,1963,0,0,1,0,0,1,0,2,0,2,2,0,5,0,1,0,5,5,"optical illusions created thro materials & movement, when piece is turned on see rippling wave movements undulating across disc w/ reed pattern, lines constantly reforming geometries"
394,Pol Bury,"1,914 White Points",ZERO,MoMA,12,0,6,"6, plastic-tipped nylon wires with wood panel & motor",100 x 50 x 12 cm,1964,0,0,1,0,0,1,0,3,2,1,1,0,4,3,0,5,5,5,"motor which very slowly moves plastic-tipped nylon wires sticking out in slight curves from board on wall, slowly vibrating movement, kinetic art, thin size of wires, interested in imperceptible movement"
97,Marisa Merz,Untitled (Living 6) ,arte povera,Tate,6,0,6,"6, aluminium",dimensions variable (installed in room),1966,0,0,0,0,0,1,0,5,0,1,1,0,3,1,0,0,0,5,"suspended aluminum from ceiling, hanging, is it heavy, will it fall"
90,Mary Martin,nversions,constructivism,Tate,9,0,6,"6, aluminium, oil paint & wood",183 x 732 x 28 cm,1966,0,0,0,0,0,1,0,2,1,2,2,0,5,1,1,0,0,5,"96 angled reflective metal planes, huge size, in sequence of permutations, which are repeated backwards as the едМЭМбinversionsедМЭе»"
3,Giovanni Anselmo,Direction,arte povera,Tate,6,0,6,"6, fabric, glass & metal",24 x 420 x 335 cm,1967,1,0,0,0,0,1,0,4,3,1,3,0,3,2,0,0,0,5,"hard to understand the viewpoint, sense of force & what is acting on the material"
104,Robert Morris,Untitled,minimalism,Tate,1,0,6,"6, fibreglass & nylon threads",46 x 244 x 244 cm,1968,0,0,0,0,0,1,0,5,2,0,2,0,0,1,0,0,0,5,"seemingly heavy large object suspended, unknown shape"
358,Alexander Calder,The Bicycle,kinetic art,MoMA,4,0,6,"6, wood, metal, motor, cord, & steel wire",156 x 150 x 66 cm,1968,0,0,1,0,0,1,0,4,1,1,0,0,4,1,0,0,0,0,"motor driven 6, machine, light suspended parts, small moving parts, kinetic machine"
163,Richard Serra,2-2-1: To Dickie and Tina,minimalism,Tate,1,0,6,"6, lead",132 x 349 x 132 cm,1969,0,0,0,0,0,1,0,5,4,0,3,0,4,3,0,0,0,5,"balance, weight, leaning, interesting since the metal plates are so heavy but the balance & leaning conveys uncertainty"
335,Arman,I Still Use Brushes,,MoMA,4,0,6,"6, brushes embedded in plastic, in acrylic box",203 x 203 cm,1969,1,0,0,0,0,1,0,4,2,0,3,0,3,3,0,0,5,5,"repetition of real objects in plastic, multiple paintbrushes, different shapes & sizes, all same color handle, laid out in parallel, in rows partly overlaid, accumulations, encased within somewhat gooey, off-white plastic, in box"
43,Sam Gilliam,Simmering ,abstraction,Tate,1,0,6,"6, acrylic on canvas and leather string",216 x 135 cm,1970,0,0,0,0,0,1,0,4,0,0,2,0,4,2,0,0,0,5,"is this a 1, why is it not on a stretcher, suspended more like a cloak"
